name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
OBI                                                                                                                                                                              ,Toots Thielemans                                ,0.5853154084798345,0.314,0.6859737211046265,0.08289760348583879,0.7590361445783133,0.00044873096446700506,0.08561296859169201,0.34213197969543147,0.383228188233095,7
Mas Que Nada                                                                                                                                                                     ,Jorge Ben Jor                                   ,0.5211995863495347,0.566,0.8557595122428352,0.03093681917211329,0.5652610441767068,1.7766497461928932e-05,0.09138804457953395,0.581725888324873,0.4178840132716482,2
Laia Ladia                                                                                                                                                                       ,Brazilian Jazz                                  ,0.4002068252326784,0.469,0.7582895895145252,0.045642701525054466,0.22690763052208837,0.04304568527918781,0.07497467071935157,0.5167512690355329,0.39999532688443384,50
Triste                                                                                                                                                                           ,Brazilian Jazz                                  ,0.6308169596690797,0.34,0.7881549346288025,0.03703703703703704,0.9096385542168676,0.8720812182741116,0.0987841945288754,0.46598984771573604,0.485186223655311,28
Só Danço Samba                                                                                                                                                                   ,Stan Getz                                       ,0.6318510858324716,0.279,0.781976459848065,0.06034858387799564,0.8413654618473896,0.4446700507614213,0.13272543059777103,0.6873096446700507,0.38107388195710085,48
Samba Triste                                                                                                                                                                     ,Stan Getz                                       ,0.6587383660806618,0.19,0.6118809298686054,0.07363834422657951,0.8443775100401607,0.267005076142132,0.12158054711246201,0.6974619289340102,0.6687742417869993,48
País Tropical                                                                                                                                                                    ,Wilson Simonal                                  ,0.7321613236814891,0.599,0.8229924032473672,0.03660130718954248,0.6957831325301205,0.0,0.2998986828774063,0.9309644670050761,0.6030562175802607,39
Coracao Vagabundo                                                                                                                                                                ,Toots Thielemans                                ,0.6039296794208894,0.0506,0.6493430276156631,0.070479302832244,0.9046184738955824,0.16548223350253807,0.07021276595744681,0.12791878172588833,0.456222253376326,11
Pais Tropical                                                                                                                                                                    ,Sergio Mendes & Brasil '66                      ,0.7249224405377456,0.585,0.8152489322160998,0.048366013071895426,0.4859437751004016,0.0,0.8257345491388045,0.8578680203045684,0.5714098789663068,19
Life On Mars?                                                                                                                                                                    ,Seu Jorge                                       ,0.6825232678386763,0.148,0.7060578396530925,0.054139433551198254,0.8965863453815262,0.0017766497461928932,0.11854103343465047,0.27614213197969545,0.5797373709051825,11
Apelo                                                                                                                                                                            ,Brazilian Jazz                                  ,0.5232678386763185,0.252,0.7485409670372665,0.054684095860566447,0.9226907630522089,0.8761421319796954,0.11246200607902737,0.20304568527918782,0.350095798869106,22
"O Que É, O Que É                                                                                                                                                               ",Cesar Camargo Mariano & Romero Lubambo          ,0.7197518097207859,0.322,0.7194418180039777,0.04052287581699346,0.9819277108433735,0.8923857868020304,0.07467071935157042,0.6680203045685279,0.49430347212486564,28
Maroca                                                                                                                                                                           ,Mundo Livre                                     ,0.6742502585315409,0.725,0.8510645234912458,0.03442265795206972,0.033634538152610444,0.02883248730964467,0.17933130699088146,0.5898477157360406,0.6910416374596944,27
Apelo                                                                                                                                                                            ,Jenny Chi                                       ,0.5491209927611169,0.153,0.7821394802908285,0.03877995642701525,0.926706827309237,0.00013299492385786802,0.12664640324214793,0.166497461928934,0.38306462918827977,11
Samba Da Minha Terra - Live At Carnegie Hall/1964                                                                                                                                ,Stan Getz                                       ,0.5956566701137539,0.322,0.6009911642920023,0.19389978213507625,0.8825301204819278,0.6020304568527918,0.7031408308004052,0.817258883248731,0.39112108042431887,28
Corcovado                                                                                                                                                                        ,Stan Getz                                       ,0.548086866597725,0.0902,0.6786541032245443,0.05108932461873638,0.9297188755020082,0.007939086294416245,0.28976697061803447,0.3695431472081218,0.5918407402215057,11
Chega de Saudade                                                                                                                                                                 ,Jenny Chi                                       ,0.7704239917269907,0.368,0.7919696129894689,0.05424836601307189,0.8333333333333334,0.002964467005076142,0.1529888551165147,0.5908629441624365,0.4624188046170382,48
Coisa Feita                                                                                                                                                                      ,Toots Thielemans                                ,0.5987590486039297,0.342,0.6948094291024094,0.04575163398692811,0.8825301204819278,0.8253807106598984,0.110435663627153,0.7857868020304568,0.5468666760128978,28
Felicia and Bianca                                                                                                                                                               ,Toots Thielemans                                ,0.594622543950362,0.274,0.6752469759707866,0.051416122004357294,0.6887550200803214,0.34822335025380713,0.1033434650455927,0.6375634517766497,0.49384550679938316,48
Rosa Morena                                                                                                                                                                      ,Dorival Caymmi                                  ,0.5439503619441572,0.489,0.789752534967885,0.038562091503267976,0.20682730923694778,0.0,0.10638297872340426,0.7279187817258882,0.4485957287723726,6
Insensatez                                                                                                                                                                       ,Stan Getz                                       ,0.6928645294725957,0.187,0.7173388542923282,0.04030501089324619,0.9487951807228916,0.6274111675126903,0.10536980749746708,0.3096446700507614,0.5966447030235058,22
Menina Moca                                                                                                                                                                      ,Stan Getz                                       ,0.6132368148914168,0.475,0.802663754034756,0.03660130718954248,0.8002008032128515,0.00037868020304568525,0.13069908814589667,0.8010152284263959,0.49769148091032295,39
So Nice (Summer Samba)                                                                                                                                                           ,Marcos Valle                                    ,0.7993795243019649,0.492,0.7911056046428222,0.04324618736383442,0.5512048192771085,0.0,0.10435663627152988,0.8345177664974618,0.570372447310622,39
Santa Maria de Feira                                                                                                                                                             ,Devendra Banhart                                ,0.5604963805584282,0.377,0.7790583939225979,0.03594771241830066,0.9367469879518073,0.32385786802030453,0.1519756838905775,0.7401015228426395,0.5005514276368055,48
Já Sei Namorar - 2004 Digital Remaster                                                                                                                                           ,Tribalistas                                     ,0.6928645294725957,0.822,0.8691108865051678,0.06209150326797386,0.6726907630522089,0.0011675126903553299,0.13373860182370823,0.8456852791878172,0.6802187018084958,51
Blue Bossa                                                                                                                                                                       ,Tete Montoliu                                   ,0.6194415718717684,0.518,0.7591209937726191,0.060239651416122,0.8263052208835341,0.883248730964467,0.2026342451874367,0.9766497461928934,0.5174213748305996,28
Aguas De Março                                                                                                                                                                   ,Tempo Rei                                       ,0.8241985522233714,0.411,0.8139610707182681,0.09760348583877995,0.7931726907630523,0.0,0.10233029381965554,0.615228426395939,0.6353334267956448,48
Bossa Dorado                                                                                                                                                                     ,Pete Krebs & The Kung Pao Chi                   ,0.8066184074457085,0.446,0.760783802288807,0.05435729847494553,0.7108433734939759,0.8558375634517765,0.11955420466058764,0.8436548223350253,0.6225618019533623,28
Orange Afternoon                                                                                                                                                                 ,Bebe                                            ,0.6359875904860394,0.63,0.8019138599980438,0.048801742919389976,0.4317269076305221,0.24771573604060912,0.11448834853090173,0.5654822335025381,0.42582363661853356,2
Homens                                                                                                                                                                           ,Manu Chao                                       ,0.7611168562564633,0.439,0.7814873985197743,0.0574074074074074,0.7991967871485944,0.0004812182741116751,0.09533941236068896,0.9868020304568527,0.7008925650731342,39
"Lisboa, Menina E Moça                                                                                                                                                          ",Som Ibérico                                     ,0.5418821096173734,0.578,0.8046036973036419,0.05501089324618737,0.7188755020080322,0.7137055837563451,0.08875379939209727,0.5756345177664973,0.3675125005841395,28
Lisboa menina e moça                                                                                                                                                             ,Various Artists                                 ,0.7321613236814891,0.333,0.8046199993479182,0.03104575163398693,0.8654618473895582,0.0006030456852791877,0.09270516717325228,0.7685279187817259,0.47600355156783025,48
Para Machuchar Meu Coracao                                                                                                                                                       ,Stan Getz                                       ,0.6380558428128232,0.131,0.6874572071337746,0.042156862745098035,0.964859437751004,0.010253807106598983,0.1,0.4558375634517766,0.6166316182999205,11
Esperando Na Janela - Versão Acústica                                                                                                                                            ,Gilberto Gil                                    ,0.6359875904860394,0.157,0.7485735711258192,0.04422657952069716,0.9337349397590362,0.0019593908629441624,0.11550151975683892,0.5208121827411167,0.6962474882003833,48
Água de beber                                                                                                                                                                    ,Tania Maria                                     ,0.797311271975181,0.555,0.7765315770597633,0.0537037037037037,0.8744979919678715,0.42842639593908627,0.0839918946301925,0.5614213197969543,0.45840459834571706,48
Mama África                                                                                                                                                                      ,Chico César                                     ,0.6990692864529473,0.469,0.8360503407127253,0.05250544662309368,0.6506024096385543,0.0,1.0,0.898477157360406,0.7650310762185148,19
Á Primeira Vista                                                                                                                                                                 ,Chico César                                     ,0.5604963805584282,0.148,0.7663591014313195,0.042919389978213505,0.7851405622489961,0.0,0.713272543059777,0.25177664974619285,0.41864105799336415,42
Tambores                                                                                                                                                                         ,Chico César                                     ,0.6184074457083765,0.278,0.7905676371817025,0.051416122004357294,0.7228915662650602,0.0001634517766497462,0.7639311043566364,0.5756345177664973,0.5842889854666106,42
Guarda-me A Vida Na Mão                                                                                                                                                          ,Ana Moura                                       ,0.4984488107549121,0.136,0.7198330670666102,0.034640522875816995,0.9497991967871486,0.0007736040609137055,0.10536980749746708,0.2639593908629442,0.6335529697649424,11
A Prosa Impúrpura do Caicó                                                                                                                                                       ,Chico César                                     ,0.5222337125129266,0.209,0.7338691271885495,0.042156862745098035,0.8524096385542169,0.009543147208121827,0.7102330293819655,0.5106598984771573,0.6347773260432731,42
Paraíba                                                                                                                                                                          ,Chico César                                     ,0.5884177869700103,0.186,0.7362329236086205,0.039760348583877995,0.9628514056224899,0.13908629441624365,0.7477203647416414,0.5441624365482234,0.3929669610729473,42
Berekerê - Voice                                                                                                                                                                 ,Geraldo Azevedo                                 ,0.4488107549120993,0.573,0.7954908545531609,0.07254901960784314,0.8333333333333334,0.0,0.05916919959473151,0.7979695431472081,0.8046590962194494,47
Pagode da Saidera                                                                                                                                                                ,Martinho Da Vila                                ,0.6039296794208894,0.792,0.8046036973036419,0.11220043572984749,0.7259036144578314,1.3604060913705584e-06,0.2066869300911854,0.9522842639593907,0.48446656385812426,51
Disfarça e Chora                                                                                                                                                                 ,Djavan                                          ,0.7724922440537746,0.185,0.7874050405920903,0.05424836601307189,0.9086345381526105,0.017461928934010152,0.10435663627152988,0.5969543147208121,0.7095331557549418,48
Tudo isto é fado                                                                                                                                                                 ,Quatro Ventos                                   ,0.41882109617373325,0.317,0.8014737048025822,0.03257080610021786,0.9036144578313253,4.1421319796954314e-05,0.12158054711246201,0.31979695431472077,0.6510397682134679,23
Quando Te Vi                                                                                                                                                                     ,Luisa Sobral                                    ,0.5615305067218201,0.129,0.7442861334811386,0.03725490196078431,0.9738955823293173,0.013502538071065988,0.1590678824721378,0.35837563451776644,0.6285433898780317,11
Sr. Vinho                                                                                                                                                                        ,Luisa Sobral                                    ,0.35987590486039295,0.337,0.8091030615239151,0.03790849673202614,0.8192771084337349,0.0008233502538071066,0.10435663627152988,0.4040609137055837,0.9005607738679378,23
Inês                                                                                                                                                                             ,Luisa Sobral                                    ,0.47776628748707345,0.0827,0.7619249453881517,0.04041394335511982,0.9688755020080322,0.0004964467005076142,0.11246200607902737,0.22741116751269033,0.63177251273424,11
Seja Agora                                                                                                                                                                       ,Deolinda                                        ,0.687693898655636,0.783,0.8795604968863096,0.09041394335511983,0.8353413654618473,0.0,0.0873353596757852,0.8436548223350253,0.45880181316883967,51
Algo Novo                                                                                                                                                                        ,Deolinda                                        ,0.8583247156153051,0.431,0.8238564115940139,0.041176470588235294,0.8664658634538153,2.2944162436548224e-05,0.11955420466058764,0.5137055837563451,0.6166596569933175,48
Pois Foi                                                                                                                                                                         ,Deolinda                                        ,0.47466390899689764,0.254,0.7924423722734831,0.030392156862745098,0.9508032128514057,0.006111675126903553,0.12360688956433638,0.5015228426395939,0.37314827795691385,11
Há-De Passar                                                                                                                                                                     ,Deolinda                                        ,0.8024819027921407,0.347,0.8189984023996609,0.061220043572984745,0.964859437751004,0.0004101522842639594,0.0944275582573455,0.5177664974619289,0.5761016869947194,48
Xico                                                                                                                                                                             ,Luisa Sobral                                    ,0.45708376421923474,0.56,0.8439405301424798,0.1514161220043573,0.4718875502008032,1.5532994923857865e-05,0.3515704154002026,0.631472081218274,0.8394924996495163,31
O Engraxador                                                                                                                                                                     ,Luisa Sobral                                    ,0.749741468459152,0.293,0.8099670698705618,0.04586056644880174,0.8293172690763052,0.0004862944162436548,0.24721377912867276,0.34822335025380713,0.4908874246460115,7
Clandestino                                                                                                                                                                      ,Chico César                                     ,0.656670113753878,0.398,0.7824492191320791,0.07559912854030501,0.7198795180722891,4.5583756345177664e-06,0.6798378926038502,0.5116751269035533,0.8046637693350156,19
Trem das Onze                                                                                                                                                                    ,Demonios Da Garoa                               ,0.5853154084798345,0.424,0.8186234553813048,0.04498910675381264,0.5592369477911647,7.137055837563451e-06,0.1458966565349544,0.6893401015228426,0.42828636852189356,30
Chove Chuva                                                                                                                                                                      ,Jorge Ben Jor                                   ,0.7383660806618407,0.451,0.8392292393466141,0.041938997821350764,0.5863453815261044,0.0,0.08926038500506586,0.5218274111675126,0.6307257348474228,7
Menina Mulher Da Pele Preta                                                                                                                                                      ,Jorge Ben Jor                                   ,0.6111685625646329,0.557,0.8135209155228066,0.0636165577342048,0.6506024096385543,0.049340101522842635,0.2340425531914894,0.9939086294416243,0.6339081265479696,39
Agua De Beber                                                                                                                                                                    ,Astrud Gilberto                                 ,0.6670113753877973,0.357,0.7233543086303023,0.03877995642701525,0.42771084337349397,0.0,0.07365754812563324,0.8730964467005076,0.6909014439927099,31
Agua De Beber                                                                                                                                                                    ,Sophie Milman                                   ,0.6825232678386763,0.759,0.8387401780183235,0.047603485838779956,0.24397590361445784,0.0023045685279187815,0.07659574468085106,0.7106598984771573,0.44150193934295995,6
Lá Vem O Brasil Descendo A Ladeira                                                                                                                                               ,Moraes Moreira                                  ,0.7001034126163392,0.94,0.8704313520915523,0.08322440087145969,0.38855421686746994,0.0,0.08571428571428572,0.8365482233502537,0.7780784148791999,24
Amiga Da Minha Mulher                                                                                                                                                            ,Seu Jorge                                       ,0.8148914167528439,0.916,0.8941345244693685,0.1318082788671024,0.7168674698795181,0.0,0.0878419452887538,0.8416243654822334,0.4860741156128791,51
O Leãozinho                                                                                                                                                                      ,Caetano Veloso                                  ,0.5894519131334023,0.16,0.6977111929836002,0.05424836601307189,0.8995983935742973,1.4111675126903553e-05,0.160081053698075,0.5685279187817259,0.5914481985139493,48
Coração Vagabundo                                                                                                                                                                ,Gal Costa                                       ,0.5966907962771458,0.312,0.7588112549313684,0.048801742919389976,0.7881526104417671,0.09908629441624366,0.13981762917933133,0.37766497461928933,0.3771110799570073,7
Fotografia                                                                                                                                                                       ,Vanessa Da Mata                                 ,0.7394002068252327,0.309,0.776058817775749,0.03431372549019608,0.7359437751004017,0.004619289340101523,0.17426545086119555,0.5715736040609136,0.4582971166876957,48
Fotografia                                                                                                                                                                       ,João Gilberto                                   ,0.4519131334022751,0.197,0.6855009618206123,0.0471677559912854,0.9618473895582329,3.898477157360406e-05,0.17426545086119555,0.550253807106599,0.6248749941586056,48
"Rosa, Menina Rosa                                                                                                                                                              ",Jorge Ben Jor                                   ,0.6039296794208894,0.641,0.8572429982719834,0.09651416122004357,0.3775100401606426,0.0,0.11955420466058764,0.7431472081218273,0.44985279685966634,6
Fado Toninho                                                                                                                                                                     ,Deolinda                                        ,0.7156153050672182,0.21,0.8228456848488801,0.04651416122004357,0.8684738955823293,0.0,0.16210739614994935,0.7543147208121826,0.36393289406047014,48
Mal Por Mal                                                                                                                                                                      ,Deolinda                                        ,0.6670113753877973,0.267,0.8061034853770663,0.06873638344226579,0.6255020080321285,0.0007360406091370558,0.11144883485309018,0.3949238578680203,0.683859058834525,7
Violão Vadio                                                                                                                                                                     ,Raphael Rabello                                 ,0.3764219234746639,0.0884,0.6307423950963451,0.044662309368191724,0.9307228915662652,0.6548223350253807,0.1286727456940223,0.15431472081218273,0.4170054675452124,1
Chorinho Pra Voce                                                                                                                                                                ,Paulo Moura                                     ,0.6763185108583247,0.4,0.7612728636170976,0.04411764705882353,0.7871485943775101,0.8111675126903554,0.10101317122593718,0.8629441624365481,0.4974578251320155,28
Chorando Baixinho                                                                                                                                                                ,Raphael Rabello                                 ,0.5087900723888314,0.102,0.6773988458152653,0.06677559912854031,0.9196787148594379,0.02253807106598985,0.09260385005065856,0.581725888324873,0.9620215897939156,23
